region,Date,AveragePrice
6,2016-03-06,1.32
6,2016-03-13,1.41
6,2016-03-20,1.46
6,2016-03-27,1.42
6,2016-04-03,1.39
6,2016-04-10,1.4
6,2016-04-17,1.39
6,2016-04-24,1.39
6,2016-05-01,1.24
6,2016-05-08,1.25
6,2016-05-15,1.5
6,2016-05-22,1.37
6,2016-05-29,1.49
6,2016-06-05,1.55
6,2016-06-12,1.5
6,2016-06-19,1.57
6,2016-06-26,1.51
6,2016-07-03,1.58
6,2016-07-10,1.51
6,2016-07-17,1.59
6,2016-07-24,1.56
6,2016-07-31,1.56
6,2016-08-07,1.48
6,2016-08-14,1.47
6,2016-08-21,1.53
6,2016-08-28,1.63
6,2016-09-04,1.65
6,2016-09-11,1.55
6,2016-09-18,1.84
6,2016-09-25,1.95
6,2016-10-02,1.91
6,2016-10-09,1.98
6,2016-10-16,2.02
6,2016-10-23,2.58
6,2016-10-30,2.49
6,2016-11-06,2.37
6,2016-11-13,2.13
6,2016-11-20,2.1
6,2016-11-27,2.04
6,2016-12-04,1.89
6,2016-12-11,1.64
6,2016-12-18,1.61
6,2016-12-25,1.53
6,2017-01-01,1.46
6,2017-01-08,1.5
6,2017-01-15,1.66
6,2017-01-22,1.53
6,2017-01-29,1.44
6,2017-02-05,1.36
6,2017-02-12,1.54
6,2017-02-19,1.5
6,2017-02-26,1.34
6,2017-03-05,1.45
6,2017-03-12,1.53
6,2017-03-19,1.57
6,2017-03-26,1.7
6,2017-04-02,1.64
6,2017-04-09,1.63
6,2017-04-16,1.67
6,2017-04-23,1.6
6,2017-04-30,1.61
6,2017-05-07,1.59
6,2017-05-14,1.76
6,2017-05-21,1.78
6,2017-05-28,1.76
6,2017-06-04,1.64
6,2017-06-11,1.79
6,2017-06-18,1.78
6,2017-06-25,1.66
6,2017-07-02,1.73
6,2017-07-09,1.62
6,2017-07-16,2.14
6,2017-07-23,2.17
6,2017-07-30,2.14
6,2017-08-06,2.18
6,2017-08-13,2.21
6,2017-08-20,2.37
6,2017-08-27,2.54
6,2017-09-03,2.09
6,2017-09-10,2.2
6,2017-09-17,2.18
6,2017-09-24,2.05
6,2017-10-01,2.08
6,2017-10-08,2.17
6,2017-10-15,2.1
6,2017-10-22,2.0
6,2017-10-29,2.01
6,2017-11-05,1.76
6,2017-11-12,1.99
6,2017-11-19,1.98
6,2017-11-26,2.0
6,2017-12-03,1.81
6,2017-12-10,1.89
6,2017-12-17,1.75
6,2017-12-24,1.82
6,2017-12-31,1.71
6,2018-01-07,1.95
6,2018-01-14,1.61
6,2018-01-21,1.69
6,2018-01-28,1.87
6,2018-02-04,1.56
6,2018-02-11,1.85
6,2018-02-18,1.97
6,2018-02-25,1.82
6,2018-03-04,1.57
6,2018-03-11,1.58
6,2018-03-18,1.75
6,2018-03-25,1.7
7,2015-01-04,2.13
7,2015-01-11,2.29
7,2015-01-18,2.15
7,2015-01-25,2.29
7,2015-02-01,1.93
7,2015-02-08,1.87
7,2015-02-15,1.92
7,2015-02-22,1.9
7,2015-03-01,1.9
7,2015-03-08,1.84
7,2015-03-15,1.87
7,2015-03-22,1.9
7,2015-03-29,1.96
7,2015-04-05,2.08
7,2015-04-12,2.12
7,2015-04-19,2.06
7,2015-04-26,2.18
7,2015-05-03,1.8
7,2015-05-10,2.05
7,2015-05-17,1.26
7,2015-05-24,2.07
7,2015-05-31,2.14
7,2015-06-07,2.02
7,2015-06-14,2.06
7,2015-06-21,2.19
7,2015-06-28,2.15
7,2015-07-05,2.16
7,2015-07-12,2.13
7,2015-07-19,2.05
7,2015-07-26,2.08
7,2015-08-02,2.11
7,2015-08-09,1.98
7,2015-08-16,2.04
7,2015-08-23,2.06
7,2015-08-30,2.01
7,2015-09-06,2.01
7,2015-09-13,2.02
7,2015-09-20,1.97
7,2015-09-27,2.16
7,2015-10-04,2.06
7,2015-10-11,1.94
7,2015-10-18,1.97
7,2015-10-25,1.93
7,2015-11-01,1.92
7,2015-11-08,1.91
7,2015-11-15,1.94
7,2015-11-22,1.97
7,2015-11-29,1.96
7,2015-12-06,1.95
7,2015-12-13,1.9
7,2015-12-20,1.9
7,2015-12-27,1.9
7,2016-01-03,1.78
7,2016-01-10,1.77
7,2016-01-17,1.92
7,2016-01-24,1.76
7,2016-01-31,1.75
7,2016-02-07,1.82
7,2016-02-14,1.75
7,2016-02-21,1.81
7,2016-02-28,1.83
7,2016-03-06,1.79
7,2016-03-13,1.7
7,2016-03-20,1.57
7,2016-03-27,1.69
7,2016-04-03,1.71
7,2016-04-10,1.6
7,2016-04-17,1.77
7,2016-04-24,1.67
7,2016-05-01,1.68
7,2016-05-08,1.79
7,2016-05-15,1.69
7,2016-05-22,1.71
7,2016-05-29,1.66
7,2016-06-05,1.6
7,2016-06-12,1.76
7,2016-06-19,1.72
7,2016-06-26,1.59
7,2016-07-03,1.72
7,2016-07-10,1.81
7,2016-07-17,1.58
7,2016-07-24,1.62
7,2016-07-31,1.64
7,2016-08-07,1.65
7,2016-08-14,1.82
7,2016-08-21,1.78
7,2016-08-28,1.78
7,2016-09-04,1.81
7,2016-09-11,1.75
7,2016-09-18,1.74
7,2016-09-25,1.8
7,2016-10-02,1.78
7,2016-10-09,1.64
7,2016-10-16,1.64
7,2016-10-23,1.64
7,2016-10-30,1.66
7,2016-11-06,1.92
7,2016-11-13,1.94
7,2016-11-20,1.95
7,2016-11-27,2.03
7,2016-12-04,1.99
7,2016-12-11,1.68
7,2016-12-18,1.59
7,2016-12-25,1.62
7,2017-01-01,1.7
7,2017-01-08,1.49
7,2017-01-15,1.5
7,2017-01-22,1.48
7,2017-01-29,1.5
7,2017-02-05,1.62
7,2017-02-12,1.63
7,2017-02-19,1.67
7,2017-02-26,1.7
7,2017-03-05,1.78
7,2017-03-12,1.86
7,2017-03-19,1.96
7,2017-03-26,2.01
7,2017-04-02,1.95
7,2017-04-09,2.02
7,2017-04-16,2.05
7,2017-04-23,2.58
7,2017-04-30,2.53
7,2017-05-07,2.31
7,2017-05-14,2.21
7,2017-05-21,2.48
7,2017-05-28,2.5
7,2017-06-04,2.47
7,2017-06-11,2.15
7,2017-06-18,2.03
7,2017-06-25,1.99
7,2017-07-02,2.09
7,2017-07-09,2.06
7,2017-07-16,1.99
7,2017-07-23,2.0
7,2017-07-30,2.07
7,2017-08-06,2.36
7,2017-08-13,2.35
7,2017-08-20,2.48
7,2017-08-27,2.83
7,2017-09-03,2.82
7,2017-09-10,2.8
7,2017-09-17,2.77
7,2017-09-24,2.55
7,2017-10-01,2.82
7,2017-10-08,2.67
7,2017-10-15,2.38
7,2017-10-22,2.08
7,2017-10-29,2.02
7,2017-11-05,2.22
7,2017-11-12,2.15
7,2017-11-19,2.13
7,2017-11-26,2.11
7,2017-12-03,1.9
7,2017-12-10,1.91
7,2017-12-17,1.86
7,2017-12-24,1.83
7,2017-12-31,1.71
7,2018-01-07,1.08
7,2018-01-14,1.45
7,2018-01-21,1.62
7,2018-01-28,1.76
7,2018-02-04,1.89
7,2018-02-11,1.92
7,2018-02-18,1.83
7,2018-02-25,1.91
7,2018-03-04,1.88
7,2018-03-11,1.73
7,2018-03-18,1.75
7,2018-03-25,1.77
8,2015-01-04,1.49
8,2015-01-11,1.79
8,2015-01-18,1.81
8,2015-01-25,1.83
8,2015-02-01,1.52
8,2015-02-08,1.78
8,2015-02-15,1.81
8,2015-02-22,1.83
8,2015-03-01,1.82
8,2015-03-08,1.62
8,2015-03-15,1.64
8,2015-03-22,1.67
8,2015-03-29,1.66
8,2015-04-05,1.65
8,2015-04-12,1.3
8,2015-04-19,1.55
8,2015-04-26,1.51
8,2015-05-03,1.51
8,2015-05-10,1.47
8,2015-05-17,1.57
8,2015-05-24,1.86
8,2015-05-31,1.85
8,2015-06-07,1.85
8,2015-06-14,1.87
8,2015-06-21,1.82
8,2015-06-28,1.68
8,2015-07-05,1.67
8,2015-07-12,1.66
8,2015-07-19,1.65
8,2015-07-26,1.62
8,2015-08-02,1.59
8,2015-08-09,1.62
8,2015-08-16,1.62
8,2015-08-23,1.61
8,2015-08-30,1.6
8,2015-09-06,1.61
8,2015-09-13,1.61
8,2015-09-20,1.6
8,2015-09-27,1.67
8,2015-10-04,1.78
8,2015-10-11,1.69
8,2015-10-18,1.79
8,2015-10-25,1.61
8,2015-11-01,1.6
8,2015-11-08,1.59
8,2015-11-15,1.58
8,2015-11-22,1.57
8,2015-11-29,1.59
8,2015-12-06,1.59
8,2015-12-13,1.59
8,2015-12-20,1.58
8,2015-12-27,1.58
8,2016-01-03,1.62
8,2016-01-10,1.62
8,2016-01-17,1.52
8,2016-01-24,1.62
8,2016-01-31,1.61
8,2016-02-07,1.6
8,2016-02-14,1.58
8,2016-02-21,1.55
8,2016-02-28,1.6
8,2016-03-06,1.49
8,2016-03-13,1.5
8,2016-03-20,1.5
8,2016-03-27,1.5
8,2016-04-03,1.66
8,2016-04-10,1.68
8,2016-04-17,1.55
8,2016-04-24,1.63
8,2016-05-01,1.61
8,2016-05-08,1.62
8,2016-05-15,1.61
8,2016-05-22,1.33
8,2016-05-29,1.08
8,2016-06-05,1.24
8,2016-06-12,1.53
8,2016-06-19,1.53
8,2016-06-26,1.8
8,2016-07-03,1.5
8,2016-07-10,2.01
8,2016-07-17,1.89
8,2016-07-24,1.93
8,2016-07-31,2.11
8,2016-08-07,2.13
8,2016-08-14,2.09
8,2016-08-21,2.08
8,2016-08-28,2.09
8,2016-09-04,2.08
8,2016-09-11,2.07
8,2016-09-18,2.06
8,2016-09-25,2.05
8,2016-10-02,2.05
8,2016-10-09,2.04
8,2016-10-16,2.11
8,2016-10-23,2.2
8,2016-10-30,2.23
8,2016-11-06,2.24
8,2016-11-13,2.25
8,2016-11-20,2.3
8,2016-11-27,2.3
8,2016-12-04,1.71
8,2016-12-11,1.32
8,2016-12-18,1.34
8,2016-12-25,1.34
8,2017-01-01,1.34
8,2017-01-08,1.81
8,2017-01-15,1.85
8,2017-01-22,1.51
8,2017-01-29,1.51
8,2017-02-05,1.49
8,2017-02-12,1.53
8,2017-02-19,1.6
8,2017-02-26,1.69
8,2017-03-05,1.64
8,2017-03-12,1.93
8,2017-03-19,1.68
8,2017-03-26,1.67
8,2017-04-02,1.94
8,2017-04-09,1.95
8,2017-04-16,1.74
8,2017-04-23,1.67
8,2017-04-30,1.97
8,2017-05-07,1.95
8,2017-05-14,1.93
8,2017-05-21,1.94
8,2017-05-28,1.93
8,2017-06-04,1.94
8,2017-06-11,1.96
8,2017-06-18,1.98
8,2017-06-25,1.98
8,2017-07-02,1.98
8,2017-07-09,1.99
8,2017-07-16,1.83
8,2017-07-23,1.88
8,2017-07-30,1.9
8,2017-08-06,1.74
8,2017-08-13,1.69
8,2017-08-20,1.71
8,2017-08-27,2.11
8,2017-09-03,2.05
8,2017-09-10,1.96
8,2017-09-17,2.13
8,2017-09-24,1.92
8,2017-10-01,1.84
8,2017-10-08,1.8
8,2017-10-15,1.9
8,2017-10-22,2.1
8,2017-10-29,2.06
8,2017-11-05,1.95
8,2017-11-12,2.06
8,2017-11-19,1.79
8,2017-11-26,1.73
8,2017-12-03,1.75
8,2017-12-10,1.65
8,2017-12-17,1.39
8,2017-12-24,1.81
8,2017-12-31,1.79
8,2018-01-07,1.83
8,2018-01-14,1.79
8,2018-01-21,1.82
8,2018-01-28,1.72
8,2018-02-04,1.62
8,2018-02-11,1.65
8,2018-02-18,1.66
8,2018-02-25,1.68
8,2018-03-04,1.62
8,2018-03-11,1.66
8,2018-03-18,1.66
8,2018-03-25,1.69
9,2015-01-04,1.34
9,2015-01-11,1.32
9,2015-01-18,1.37
9,2015-01-25,1.26
9,2015-02-01,1.19
9,2015-02-08,1.24
9,2015-02-15,1.22
9,2015-02-22,1.23
9,2015-03-01,1.24
9,2015-03-08,1.17
9,2015-03-15,1.22
9,2015-03-22,1.25
9,2015-03-29,1.27
9,2015-04-05,1.22
9,2015-04-12,1.49
9,2015-04-19,1.46
9,2015-04-26,1.36
9,2015-05-03,1.42
9,2015-05-10,1.43
9,2015-05-17,1.27
9,2015-05-24,1.48
9,2015-05-31,1.47
9,2015-06-07,1.46
9,2015-06-14,1.34
9,2015-06-21,1.39
9,2015-06-28,1.49
9,2015-07-05,1.59
9,2015-07-12,1.56
9,2015-07-19,1.66
9,2015-07-26,1.63
9,2015-08-02,1.62
9,2015-08-09,1.59
9,2015-08-16,1.66
9,2015-08-23,1.58
9,2015-08-30,1.56
9,2015-09-06,1.62
9,2015-09-13,1.59
9,2015-09-20,1.58
9,2015-09-27,1.46
9,2015-10-04,1.54
9,2015-10-11,1.66
9,2015-10-18,1.5
9,2015-10-25,1.56
9,2015-11-01,1.61
9,2015-11-08,1.3
9,2015-11-15,1.2
9,2015-11-22,1.36
9,2015-11-29,1.5
9,2015-12-06,1.48
9,2015-12-13,1.32
9,2015-12-20,1.47
9,2015-12-27,1.43
9,2016-01-03,1.34
9,2016-01-10,1.31
9,2016-01-17,1.4
9,2016-01-24,1.42
9,2016-01-31,1.3
9,2016-02-07,1.11
9,2016-02-14,1.01
9,2016-02-21,1.33
9,2016-02-28,1.47
9,2016-03-06,1.34
9,2016-03-13,1.25
9,2016-03-20,1.21
9,2016-03-27,1.17
9,2016-04-03,1.3
9,2016-04-10,1.12
9,2016-04-17,1.4
9,2016-04-24,1.44
9,2016-05-01,1.13
9,2016-05-08,1.43
9,2016-05-15,1.4
9,2016-05-22,1.39
9,2016-05-29,1.24
9,2016-06-05,1.2
9,2016-06-12,1.09
9,2016-06-19,1.04
9,2016-06-26,1.02
9,2016-07-03,1.05
9,2016-07-10,0.98
9,2016-07-17,1.04
9,2016-07-24,1.65
9,2016-07-31,1.51
9,2016-08-07,1.09
9,2016-08-14,1.3
9,2016-08-21,1.13
9,2016-08-28,0.77
9,2016-09-04,1.34
9,2016-09-11,1.13
9,2016-09-18,1.32
9,2016-09-25,1.35
9,2016-10-02,1.44
9,2016-10-09,1.51
9,2016-10-16,1.23
9,2016-10-23,1.2
9,2016-10-30,1.52
9,2016-11-06,0.9
9,2016-11-13,1.52
9,2016-11-20,0.96
9,2016-11-27,0.79
9,2016-12-04,1.07
9,2016-12-11,0.64
9,2016-12-18,0.82
9,2016-12-25,1.73
9,2017-01-01,1.23
9,2017-01-08,1.07
9,2017-01-15,1.88
9,2017-01-22,1.58
9,2017-01-29,0.8
9,2017-02-05,0.57
9,2017-02-12,0.64
9,2017-02-19,0.51
9,2017-02-26,0.49
9,2017-03-05,0.44
9,2017-03-12,0.64
9,2017-03-19,1.68
9,2017-03-26,1.04
9,2017-04-02,0.83
9,2017-04-09,0.86
9,2017-04-16,0.98
9,2017-04-23,1.92
9,2017-04-30,1.66
9,2017-05-07,1.48
9,2017-05-14,1.41
9,2017-05-21,1.66
9,2017-05-28,1.78
9,2017-06-04,1.65
9,2017-06-11,0.77
9,2017-06-18,1.55
9,2017-06-25,1.46
9,2017-07-02,1.28
9,2017-07-09,1.29
9,2017-07-16,1.82
9,2017-07-23,1.82
9,2017-07-30,1.85
9,2017-08-06,2.06
9,2017-08-13,1.97
9,2017-08-20,1.92
9,2017-08-27,1.95
9,2017-09-03,2.17
9,2017-09-10,2.15
9,2017-09-17,2.14
9,2017-09-24,2.2
9,2017-10-01,2.01
9,2017-10-08,1.94
9,2017-10-15,1.81
9,2017-10-22,1.86
9,2017-10-29,1.87
9,2017-11-05,1.92
9,2017-11-12,1.67
9,2017-11-19,1.66
9,2017-11-26,1.69
9,2017-12-03,1.72
9,2017-12-10,1.69
9,2017-12-17,1.73
9,2017-12-24,1.73
9,2017-12-31,1.36
9,2018-01-07,1.71
9,2018-01-14,1.71
9,2018-01-21,1.6
9,2018-01-28,1.51
9,2018-02-04,1.69
9,2018-02-11,1.59
9,2018-02-18,1.64
9,2018-02-25,1.78
9,2018-03-04,1.68
9,2018-03-11,1.27
9,2018-03-18,1.31
9,2018-03-25,1.66
10,2015-01-04,1.44
10,2015-01-11,1.68
10,2015-01-18,1.84
10,2015-01-25,1.67
10,2015-02-01,1.63
10,2015-02-08,1.78
10,2015-02-15,1.64
10,2015-02-22,1.79
10,2015-03-01,1.86
10,2015-03-08,1.84
10,2015-03-15,1.65
10,2015-03-22,1.91
10,2015-03-29,1.79
10,2015-04-05,1.38
10,2015-04-12,1.66
10,2015-04-19,1.47
10,2015-04-26,1.57
10,2015-05-03,0.89
10,2015-05-10,0.81
10,2015-05-17,1.21
10,2015-05-24,1.51
10,2015-05-31,1.49
10,2015-06-07,1.21
10,2015-06-14,1.5
10,2015-06-21,1.35
10,2015-06-28,1.35
10,2015-07-05,1.31
10,2015-07-12,1.01
10,2015-07-19,1.46
10,2015-07-26,1.31
10,2015-08-02,1.8
10,2015-08-09,1.98
10,2015-08-16,2.08
10,2015-08-23,1.66
10,2015-08-30,1.48
10,2015-09-06,1.64
10,2015-09-13,1.74
10,2015-09-20,1.82
10,2015-09-27,1.67
10,2015-10-04,1.49
10,2015-10-11,1.27
10,2015-10-18,1.36
10,2015-10-25,1.44
10,2015-11-01,1.47
10,2015-11-08,1.4
10,2015-11-15,1.48
10,2015-11-22,1.48
10,2015-11-29,1.48
10,2015-12-06,1.52
10,2015-12-13,1.59
10,2015-12-20,1.67
10,2015-12-27,1.53
10,2016-01-03,1.51
10,2016-01-10,1.37
10,2016-01-17,1.44
10,2016-01-24,0.96
10,2016-01-31,1.28
10,2016-02-07,1.31
10,2016-02-14,1.25
10,2016-02-21,1.39
10,2016-02-28,1.43
10,2016-03-06,1.42
10,2016-03-13,1.37
10,2016-03-20,1.23
10,2016-03-27,1.54
10,2016-04-03,1.69
10,2016-04-10,1.52
10,2016-04-17,1.17
10,2016-04-24,0.99
10,2016-05-01,1.29
10,2016-05-08,1.14
10,2016-05-15,1.22
10,2016-05-22,1.31
10,2016-05-29,1.39
10,2016-06-05,1.43
10,2016-06-12,1.3
10,2016-06-19,0.99
10,2016-06-26,1.1
10,2016-07-03,1.02
10,2016-07-10,1.0
10,2016-07-17,1.2
10,2016-07-24,1.58
10,2016-07-31,1.4
10,2016-08-07,1.47
10,2016-08-14,1.54
10,2016-08-21,1.67
10,2016-08-28,1.32
10,2016-09-04,1.17
10,2016-09-11,1.12
10,2016-09-18,1.58
10,2016-09-25,1.3
10,2016-10-02,1.77
10,2016-10-09,1.03
10,2016-10-16,1.01
10,2016-10-23,1.18
10,2016-10-30,1.8
10,2016-11-06,0.89
10,2016-11-13,1.18
10,2016-11-20,1.31
10,2016-11-27,1.47
10,2016-12-04,1.36
10,2016-12-11,1.02
10,2016-12-18,1.64
10,2016-12-25,1.75
10,2017-01-01,1.58
10,2017-01-08,1.56
10,2017-01-15,1.73
10,2017-01-22,0.94
10,2017-01-29,1.49
10,2017-02-05,0.98
10,2017-02-12,1.0
10,2017-02-19,0.74
10,2017-02-26,0.66
10,2017-03-05,0.52
10,2017-03-12,0.83
10,2017-03-19,1.5
10,2017-03-26,0.72
10,2017-04-02,1.39
10,2017-04-09,0.97
10,2017-04-16,1.03
10,2017-04-23,1.63
10,2017-04-30,1.7
10,2017-05-07,1.61
10,2017-05-14,1.64
10,2017-05-21,1.44
10,2017-05-28,1.51
10,2017-06-04,1.44
10,2017-06-11,0.83
10,2017-06-18,1.14
10,2017-06-25,1.28
10,2017-07-02,1.46
10,2017-07-09,1.38
10,2017-07-16,1.69
10,2017-07-23,1.73
10,2017-07-30,1.61
10,2017-08-06,1.72
10,2017-08-13,1.73
10,2017-08-20,1.8
10,2017-08-27,1.87
10,2017-09-03,2.1
10,2017-09-10,2.13
10,2017-09-17,2.03
10,2017-09-24,2.22
10,2017-10-01,1.91
10,2017-10-08,1.89
10,2017-10-15,1.78
10,2017-10-22,1.68
10,2017-10-29,1.73
10,2017-11-05,1.67
10,2017-11-12,1.53
10,2017-11-19,1.47
10,2017-11-26,1.54
10,2017-12-03,1.54
10,2017-12-10,1.52
10,2017-12-17,1.56
10,2017-12-24,1.54
10,2017-12-31,1.14
10,2018-01-07,1.15
10,2018-01-14,1.3
10,2018-01-21,1.5
10,2018-01-28,1.43
10,2018-02-04,1.47
10,2018-02-11,1.42
10,2018-02-18,1.44
10,2018-02-25,1.57
10,2018-03-04,1.48
10,2018-03-11,1.26
10,2018-03-18,1.2
10,2018-03-25,1.31
11,2015-01-04,1.35
11,2015-01-11,1.35
11,2015-01-18,1.28
11,2015-01-25,1.34
11,2015-02-01,1.24
11,2015-02-08,1.35
11,2015-02-15,1.41
11,2015-02-22,1.38
11,2015-03-01,1.29
11,2015-03-08,1.39
11,2015-03-15,1.34
11,2015-03-22,1.29
11,2015-03-29,1.36
11,2015-04-05,1.36
11,2015-04-12,1.39
11,2015-04-19,1.35
11,2015-04-26,1.34
11,2015-05-03,1.37
11,2015-05-10,1.39
11,2015-05-17,1.35
11,2015-05-24,1.36
11,2015-05-31,1.38
11,2015-06-07,1.35
11,2015-06-14,1.35
11,2015-06-21,1.37
11,2015-06-28,1.33
11,2015-07-05,1.3
11,2015-07-12,1.27
11,2015-07-19,1.29
11,2015-07-26,1.14
11,2015-08-02,1.31
11,2015-08-09,1.4
11,2015-08-16,1.45
11,2015-08-23,1.36
11,2015-08-30,1.36
11,2015-09-06,1.46
11,2015-09-13,1.48
11,2015-09-20,1.47
11,2015-09-27,1.48
11,2015-10-04,1.49
11,2015-10-11,1.48
11,2015-10-18,1.39
11,2015-10-25,1.48
11,2015-11-01,1.41
11,2015-11-08,1.46
11,2015-11-15,1.36
11,2015-11-22,1.46
11,2015-11-29,1.46
11,2015-12-06,1.48
11,2015-12-13,1.43
11,2015-12-20,1.38
11,2015-12-27,1.33
11,2016-01-03,1.26
11,2016-01-10,1.34
11,2016-01-17,1.25
11,2016-01-24,1.35
11,2016-01-31,1.36
11,2016-02-07,1.27
11,2016-02-14,1.27
11,2016-02-21,1.18
11,2016-02-28,1.19
11,2016-03-06,1.15
11,2016-03-13,1.2
11,2016-03-20,1.16
11,2016-03-27,1.25
11,2016-04-03,1.18
11,2016-04-10,1.16
11,2016-04-17,1.11
11,2016-04-24,1.0
11,2016-05-01,1.09
11,2016-05-08,1.04
11,2016-05-15,1.06
11,2016-05-22,1.0
11,2016-05-29,1.0
11,2016-06-05,1.05
11,2016-06-12,1.08
11,2016-06-19,1.05
11,2016-06-26,1.04
11,2016-07-03,0.99
11,2016-07-10,1.04
11,2016-07-17,1.05
11,2016-07-24,0.99
11,2016-07-31,1.03
11,2016-08-07,1.12
11,2016-08-14,0.86
11,2016-08-21,0.86
11,2016-08-28,1.02
11,2016-09-04,1.05
11,2016-09-11,1.16
11,2016-09-18,1.31
11,2016-09-25,1.35
11,2016-10-02,1.42
11,2016-10-09,1.25
11,2016-10-16,1.27
11,2016-10-23,1.37
11,2016-10-30,1.34
11,2016-11-06,1.36
11,2016-11-13,1.32
11,2016-11-20,1.37
11,2016-11-27,1.34
11,2016-12-04,1.25
11,2016-12-11,1.14
11,2016-12-18,1.11
11,2016-12-25,1.12
11,2017-01-01,1.06
11,2017-01-08,1.02
11,2017-01-15,1.04
11,2017-01-22,1.03
11,2017-01-29,1.16
11,2017-02-05,1.3
11,2017-02-12,1.35
11,2017-02-19,1.17
11,2017-02-26,1.05
11,2017-03-05,1.04
11,2017-03-12,1.11
11,2017-03-19,1.1
11,2017-03-26,1.14
11,2017-04-02,1.41
11,2017-04-09,1.24
11,2017-04-16,1.12
11,2017-04-23,1.34
11,2017-04-30,1.28
11,2017-05-07,1.35
11,2017-05-14,1.45
11,2017-05-21,1.46
11,2017-05-28,1.13
11,2017-06-04,1.08
11,2017-06-11,1.35
11,2017-06-18,1.44
11,2017-06-25,1.33
11,2017-07-02,1.02
11,2017-07-09,1.06
11,2017-07-16,1.49
11,2017-07-23,1.57
11,2017-07-30,1.62
11,2017-08-06,1.63
11,2017-08-13,1.68
11,2017-08-20,1.8
11,2017-08-27,1.9
11,2017-09-03,1.81
11,2017-09-10,1.81
11,2017-09-17,1.79
11,2017-09-24,1.68
11,2017-10-01,1.7
11,2017-10-08,1.73
11,2017-10-15,1.71
11,2017-10-22,1.69
11,2017-10-29,1.67
11,2017-11-05,1.64
11,2017-11-12,1.7
11,2017-11-19,1.63
11,2017-11-26,1.65
11,2017-12-03,1.66
11,2017-12-10,1.53
11,2017-12-17,1.41
11,2017-12-24,1.44
11,2017-12-31,1.48
11,2018-01-07,1.45
11,2018-01-14,1.54
11,2018-01-21,1.5
11,2018-01-28,1.45
11,2018-02-04,1.37
11,2018-02-11,1.34
11,2018-02-18,1.36
11,2018-02-25,1.34
11,2018-03-04,1.38
11,2018-03-11,1.3
11,2018-03-18,1.32
11,2018-03-25,1.46
12,2015-01-04,1.42
12,2015-01-11,1.28
12,2015-01-18,1.1
12,2015-01-25,1.33
12,2015-02-01,1.29
12,2015-02-08,1.4
12,2015-02-15,1.44
12,2015-02-22,1.4
12,2015-03-01,1.27
12,2015-03-08,1.09
12,2015-03-15,1.12
12,2015-03-22,1.39
12,2015-03-29,1.44
12,2015-04-05,1.42
12,2015-04-12,1.42
12,2015-04-19,1.44
12,2015-04-26,1.03
12,2015-05-03,1.03
12,2015-05-10,1.23
12,2015-05-17,1.22
12,2015-05-24,1.43
12,2015-05-31,1.43
12,2015-06-07,1.44
12,2015-06-14,1.44
12,2015-06-21,1.43
12,2015-06-28,1.44
12,2015-07-05,1.42
12,2015-07-12,1.44
12,2015-07-19,1.45
12,2015-07-26,1.43
12,2015-08-02,1.43
12,2015-08-09,1.44
12,2015-08-16,1.45
12,2015-08-23,1.46
12,2015-08-30,1.45
12,2015-09-06,1.43
12,2015-09-13,1.36
12,2015-09-20,1.36
12,2015-09-27,1.35
12,2015-10-04,1.25
12,2015-10-11,1.28
12,2015-10-18,1.3
12,2015-10-25,1.27
12,2015-11-01,1.26
12,2015-11-08,1.14
12,2015-11-15,1.33
12,2015-11-22,1.39
12,2015-11-29,0.88
12,2015-12-06,0.92
12,2015-12-13,1.36
12,2015-12-20,1.35
12,2015-12-27,1.43
12,2016-01-03,1.05
12,2016-01-10,0.77
12,2016-01-17,1.15
12,2016-01-24,0.86
12,2016-01-31,0.95
12,2016-02-07,1.08
12,2016-02-14,1.18
12,2016-02-21,1.07
12,2016-02-28,1.06
12,2016-03-06,0.66
12,2016-03-13,0.74
12,2016-03-20,0.98
12,2016-03-27,1.24
12,2016-04-03,1.15
12,2016-04-10,0.94
12,2016-04-17,1.0
12,2016-04-24,0.74
12,2016-05-01,0.86
12,2016-05-08,0.7
12,2016-05-15,0.99
12,2016-05-22,0.92
12,2016-05-29,0.96
12,2016-06-05,1.32
12,2016-06-12,1.46
12,2016-06-19,1.52
12,2016-06-26,1.52
12,2016-07-03,1.2
12,2016-07-10,1.0
12,2016-07-17,1.6
12,2016-07-24,1.47
12,2016-07-31,1.79
12,2016-08-07,1.52
12,2016-08-14,1.19
12,2016-08-21,1.78
12,2016-08-28,1.47
12,2016-09-04,1.15
12,2016-09-11,1.4
12,2016-09-18,1.37
12,2016-09-25,1.72
12,2016-10-02,1.79
12,2016-10-09,1.49
12,2016-10-16,1.19
12,2016-10-23,1.71
12,2016-10-30,1.81
12,2016-11-06,1.74
12,2016-11-13,1.29
12,2016-11-20,1.72
12,2016-11-27,1.34
12,2016-12-04,0.85
12,2016-12-11,0.98
12,2016-12-18,1.47
12,2016-12-25,0.93
12,2017-01-01,0.91
12,2017-01-08,0.8
12,2017-01-15,0.73
12,2017-01-22,0.98
12,2017-01-29,1.49
12,2017-02-05,1.38
12,2017-02-12,1.44
12,2017-02-19,1.16
12,2017-02-26,0.78
12,2017-03-05,0.94
12,2017-03-12,0.98
12,2017-03-19,0.89
12,2017-03-26,0.85
12,2017-04-02,0.84
12,2017-04-09,0.89
12,2017-04-16,0.96
12,2017-04-23,0.9
12,2017-04-30,1.24
12,2017-05-07,0.9
