region,Date,AveragePrice
0,2017-01-08,1.94
0,2017-01-15,1.84
0,2017-01-22,1.82
0,2017-01-29,1.86
0,2017-02-05,1.72
0,2017-02-12,1.78
0,2017-02-19,1.67
0,2017-02-26,1.71
0,2017-03-05,1.84
0,2017-03-12,1.97
0,2017-03-19,1.87
0,2017-03-26,2.02
0,2017-04-02,1.86
0,2017-04-09,1.92
0,2017-04-16,1.85
0,2017-04-23,1.92
0,2017-04-30,1.74
0,2017-05-07,1.79
0,2017-05-14,1.57
0,2017-05-21,1.84
0,2017-05-28,1.87
0,2017-06-04,1.63
0,2017-06-11,2.04
0,2017-06-18,2.03
0,2017-06-25,2.13
0,2017-07-02,2.03
0,2017-07-09,2.0
0,2017-07-16,1.87
0,2017-07-23,1.42
0,2017-07-30,1.67
0,2017-08-06,1.98
0,2017-08-13,1.9
0,2017-08-20,1.86
0,2017-08-27,1.91
0,2017-09-03,2.0
0,2017-09-10,1.78
0,2017-09-17,1.55
0,2017-09-24,1.42
0,2017-10-01,1.59
0,2017-10-08,1.4
0,2017-10-15,1.47
0,2017-10-22,1.49
0,2017-10-29,1.38
0,2017-11-05,1.5
0,2017-11-12,1.71
0,2017-11-19,1.75
0,2017-11-26,1.57
0,2017-12-03,1.44
0,2017-12-10,1.45
0,2017-12-17,1.43
0,2017-12-24,1.58
0,2017-12-31,1.46
0,2018-01-07,1.54
0,2018-01-14,1.47
0,2018-01-21,1.54
0,2018-01-28,1.32
0,2018-02-04,1.52
0,2018-02-11,1.43
0,2018-02-18,1.43
0,2018-02-25,1.56
0,2018-03-04,1.48
0,2018-03-11,1.68
0,2018-03-18,1.66
0,2018-03-25,1.71
1,2015-01-04,1.76
1,2015-01-11,1.84
1,2015-01-18,1.86
1,2015-01-25,1.87
1,2015-02-01,1.44
1,2015-02-08,1.29
1,2015-02-15,1.46
1,2015-02-22,1.38
1,2015-03-01,1.22
1,2015-03-08,1.22
1,2015-03-15,1.19
1,2015-03-22,1.62
1,2015-03-29,1.88
1,2015-04-05,1.74
1,2015-04-12,1.79
1,2015-04-19,1.63
1,2015-04-26,2.01
1,2015-05-03,2.03
1,2015-05-10,1.82
1,2015-05-17,1.78
1,2015-05-24,1.74
1,2015-05-31,1.84
1,2015-06-07,1.74
1,2015-06-14,1.85
1,2015-06-21,1.83
1,2015-06-28,1.39
1,2015-07-05,1.5
1,2015-07-12,1.6
1,2015-07-19,1.29
1,2015-07-26,1.56
1,2015-08-02,1.8
1,2015-08-09,2.01
1,2015-08-16,1.83
1,2015-08-23,1.52
1,2015-08-30,1.53
1,2015-09-06,1.98
1,2015-09-13,2.0
1,2015-09-20,2.04
1,2015-09-27,2.01
1,2015-10-04,1.79
1,2015-10-11,1.75
1,2015-10-18,1.94
1,2015-10-25,1.87
1,2015-11-01,1.79
1,2015-11-08,1.74
1,2015-11-15,1.85
1,2015-11-22,1.88
1,2015-11-29,1.37
1,2015-12-06,1.48
1,2015-12-13,1.78
1,2015-12-20,1.89
1,2015-12-27,1.84
1,2016-01-03,1.48
1,2016-01-10,1.66
1,2016-01-17,1.84
1,2016-01-24,1.65
1,2016-01-31,1.71
1,2016-02-07,1.72
1,2016-02-14,1.59
1,2016-02-21,1.74
1,2016-02-28,1.78
1,2016-03-06,1.66
1,2016-03-13,1.52
1,2016-03-20,1.44
1,2016-03-27,1.48
1,2016-04-03,1.51
1,2016-04-10,1.5
1,2016-04-17,1.36
1,2016-04-24,1.38
1,2016-05-01,1.25
1,2016-05-08,1.42
1,2016-05-15,1.29
1,2016-05-22,1.27
1,2016-05-29,1.35
1,2016-06-05,1.04
1,2016-06-12,0.97
1,2016-06-19,0.81
1,2016-06-26,0.92
1,2016-07-03,0.85
1,2016-07-10,1.13
1,2016-07-17,1.21
1,2016-07-24,1.91
1,2016-07-31,1.62
1,2016-08-07,1.06
1,2016-08-14,1.58
1,2016-08-21,1.62
1,2016-08-28,1.14
1,2016-09-04,1.38
1,2016-09-11,1.43
1,2016-09-18,1.91
1,2016-09-25,2.02
1,2016-10-02,2.29
1,2016-10-09,1.07
1,2016-10-16,1.15
1,2016-10-23,1.25
1,2016-10-30,2.25
1,2016-11-06,1.64
1,2016-11-13,1.63
1,2016-11-20,1.56
1,2016-11-27,1.41
1,2016-12-04,1.22
1,2016-12-11,1.06
1,2016-12-18,1.19
1,2016-12-25,1.76
1,2017-01-01,1.81
1,2017-01-08,1.74
1,2017-01-15,1.62
1,2017-01-22,1.62
1,2017-01-29,1.53
1,2017-02-05,1.28
1,2017-02-12,1.07
1,2017-02-19,1.06
1,2017-02-26,0.64
1,2017-03-05,0.62
1,2017-03-12,0.9
1,2017-03-19,1.23
1,2017-03-26,1.27
1,2017-04-02,1.26
1,2017-04-09,0.91
1,2017-04-16,1.27
1,2017-04-23,1.63
1,2017-04-30,1.59
1,2017-05-07,1.37
1,2017-05-14,1.46
1,2017-05-21,1.38
1,2017-05-28,1.59
1,2017-06-04,1.44
1,2017-06-11,1.06
1,2017-06-18,1.49
1,2017-06-25,1.31
1,2017-07-02,1.53
1,2017-07-09,1.61
1,2017-07-16,1.89
1,2017-07-23,1.85
1,2017-07-30,1.78
1,2017-08-06,1.97
1,2017-08-13,2.14
1,2017-08-20,2.18
1,2017-08-27,2.59
1,2017-09-03,2.59
1,2017-09-10,2.59
1,2017-09-17,2.54
1,2017-09-24,2.56
1,2017-10-01,2.75
1,2017-10-08,2.55
1,2017-10-15,2.23
1,2017-10-22,2.06
1,2017-10-29,2.04
1,2017-11-05,1.86
1,2017-11-12,1.8
1,2017-11-19,1.62
1,2017-11-26,1.66
1,2017-12-03,1.62
1,2017-12-10,1.63
1,2017-12-17,1.59
1,2017-12-24,1.59
1,2017-12-31,1.28
1,2018-01-07,1.53
1,2018-01-14,1.56
1,2018-01-21,1.64
1,2018-01-28,1.67
1,2018-02-04,1.62
1,2018-02-11,1.55
1,2018-02-18,1.56
1,2018-02-25,1.55
1,2018-03-04,1.66
1,2018-03-11,1.43
1,2018-03-18,1.48
1,2018-03-25,1.56
2,2015-01-04,1.29
2,2015-01-11,1.22
2,2015-01-18,1.41
2,2015-01-25,1.41
2,2015-02-01,1.15
2,2015-02-08,1.43
2,2015-02-15,1.56
2,2015-02-22,1.19
2,2015-03-01,1.58
2,2015-03-08,1.56
2,2015-03-15,1.59
2,2015-03-22,1.25
2,2015-03-29,1.63
2,2015-04-05,1.63
2,2015-04-12,1.66
2,2015-04-19,1.64
2,2015-04-26,1.7
2,2015-05-03,1.66
2,2015-05-10,1.7
2,2015-05-17,1.42
2,2015-05-24,1.69
2,2015-05-31,1.69
2,2015-06-07,1.71
2,2015-06-14,1.61
2,2015-06-21,1.69
2,2015-06-28,1.7
2,2015-07-05,1.69
2,2015-07-12,1.7
2,2015-07-19,1.81
2,2015-07-26,1.72
2,2015-08-02,1.72
2,2015-08-09,1.66
2,2015-08-16,1.75
2,2015-08-23,1.72
2,2015-08-30,1.6
2,2015-09-06,1.58
2,2015-09-13,1.6
2,2015-09-20,1.35
2,2015-09-27,1.7
2,2015-10-04,1.63
2,2015-10-11,1.53
2,2015-10-18,1.54
2,2015-10-25,1.59
2,2015-11-01,1.6
2,2015-11-08,1.65
2,2015-11-15,1.64
2,2015-11-22,1.39
2,2015-11-29,1.32
2,2015-12-06,1.46
2,2015-12-13,1.72
2,2015-12-20,1.67
2,2015-12-27,1.51
2,2016-01-03,1.56
2,2016-01-10,1.37
2,2016-01-17,1.59
2,2016-01-24,1.58
2,2016-01-31,1.47
2,2016-02-07,1.66
2,2016-02-14,1.82
2,2016-02-21,1.54
2,2016-02-28,1.62
2,2016-03-06,1.41
2,2016-03-13,1.54
2,2016-03-20,1.61
2,2016-03-27,1.65
2,2016-04-03,1.71
2,2016-04-10,1.73
2,2016-04-17,1.49
2,2016-04-24,1.65
2,2016-05-01,1.77
2,2016-05-08,1.52
2,2016-05-15,1.7
2,2016-05-22,1.87
2,2016-05-29,1.7
2,2016-06-05,1.75
2,2016-06-12,1.73
2,2016-06-19,1.75
2,2016-06-26,1.89
2,2016-07-03,1.99
2,2016-07-10,1.96
2,2016-07-17,1.98
2,2016-07-24,2.08
2,2016-07-31,2.02
2,2016-08-07,1.87
2,2016-08-14,1.76
2,2016-08-21,1.77
2,2016-08-28,2.05
2,2016-09-04,2.03
2,2016-09-11,2.14
2,2016-09-18,2.06
2,2016-09-25,2.06
2,2016-10-02,2.15
2,2016-10-09,1.87
2,2016-10-16,1.95
2,2016-10-23,1.81
2,2016-10-30,1.85
2,2016-11-06,2.28
2,2016-11-13,2.2
2,2016-11-20,2.03
2,2016-11-27,2.17
2,2016-12-04,2.15
2,2016-12-11,1.97
2,2016-12-18,1.86
2,2016-12-25,1.83
2,2017-01-01,1.92
2,2017-01-08,1.85
2,2017-01-15,1.82
2,2017-01-22,1.85
2,2017-01-29,1.85
2,2017-02-05,1.85
2,2017-02-12,1.85
2,2017-02-19,1.81
2,2017-02-26,1.93
2,2017-03-05,1.97
2,2017-03-12,2.12
2,2017-03-19,2.06
2,2017-03-26,1.97
2,2017-04-02,1.97
2,2017-04-09,1.89
2,2017-04-16,1.96
2,2017-04-23,2.14
2,2017-04-30,2.15
2,2017-05-07,2.13
2,2017-05-14,2.11
2,2017-05-21,2.2
2,2017-05-28,2.18
2,2017-06-04,2.15
2,2017-06-11,2.17
2,2017-06-18,2.2
2,2017-06-25,2.21
2,2017-07-02,2.2
2,2017-07-09,2.26
2,2017-07-16,1.57
2,2017-07-23,1.51
2,2017-07-30,1.6
2,2017-08-06,1.65
2,2017-08-13,1.66
2,2017-08-20,1.75
2,2017-08-27,1.82
2,2017-09-03,1.68
2,2017-09-10,1.59
2,2017-09-17,1.54
2,2017-09-24,1.53
2,2017-10-01,1.62
2,2017-10-08,1.5
2,2017-10-15,1.6
2,2017-10-22,1.64
2,2017-10-29,1.81
2,2017-11-05,1.84
2,2017-11-12,1.81
2,2017-11-19,1.8
2,2017-11-26,1.69
2,2017-12-03,1.58
2,2017-12-10,1.51
2,2017-12-17,1.58
2,2017-12-24,1.56
2,2017-12-31,1.53
2,2018-01-07,1.15
2,2018-01-14,1.39
2,2018-01-21,1.66
2,2018-01-28,1.55
2,2018-02-04,1.59
2,2018-02-11,1.53
2,2018-02-18,1.52
2,2018-02-25,1.47
2,2018-03-04,1.43
2,2018-03-11,1.44
2,2018-03-18,1.41
2,2018-03-25,1.33
3,2015-01-04,1.64
3,2015-01-11,1.44
3,2015-01-18,1.44
3,2015-01-25,1.82
3,2015-02-01,1.43
3,2015-02-08,1.35
3,2015-02-15,1.62
3,2015-02-22,1.75
3,2015-03-01,1.68
3,2015-03-08,1.5
3,2015-03-15,1.63
3,2015-03-22,1.51
3,2015-03-29,1.52
3,2015-04-05,1.83
3,2015-04-12,1.41
3,2015-04-19,1.69
3,2015-04-26,1.36
3,2015-05-03,1.55
3,2015-05-10,1.71
3,2015-05-17,1.92
3,2015-05-24,1.97
3,2015-05-31,1.54
3,2015-06-07,2.24
3,2015-06-14,2.18
3,2015-06-21,1.49
3,2015-06-28,1.58
3,2015-07-05,2.18
3,2015-07-12,2.05
3,2015-07-19,1.45
3,2015-07-26,2.08
3,2015-08-02,2.15
3,2015-08-09,1.91
3,2015-08-16,1.69
3,2015-08-23,2.29
3,2015-08-30,1.47
3,2015-09-06,2.35
3,2015-09-13,2.28
3,2015-09-20,1.93
3,2015-09-27,2.02
3,2015-10-04,1.83
3,2015-10-11,1.95
3,2015-10-18,2.05
3,2015-10-25,1.95
3,2015-11-01,1.16
3,2015-11-08,1.5
3,2015-11-15,1.78
3,2015-11-22,1.54
3,2015-11-29,1.34
3,2015-12-06,1.36
3,2015-12-13,0.87
3,2015-12-20,1.17
3,2015-12-27,0.91
3,2016-01-03,1.28
3,2016-01-10,1.04
3,2016-01-17,1.37
3,2016-01-24,1.77
3,2016-01-31,1.24
3,2016-02-07,0.84
3,2016-02-14,0.87
3,2016-02-21,1.67
3,2016-02-28,1.84
3,2016-03-06,1.15
3,2016-03-13,0.95
3,2016-03-20,0.82
3,2016-03-27,1.41
3,2016-04-03,1.08
3,2016-04-10,1.0
3,2016-04-17,1.56
3,2016-04-24,1.46
3,2016-05-01,0.92
3,2016-05-08,1.11
3,2016-05-15,1.55
3,2016-05-22,1.43
3,2016-05-29,1.38
3,2016-06-05,1.65
3,2016-06-12,1.59
3,2016-06-19,1.05
3,2016-06-26,1.26
3,2016-07-03,1.2
3,2016-07-10,1.34
3,2016-07-17,1.54
3,2016-07-24,1.92
3,2016-07-31,1.42
3,2016-08-07,1.26
3,2016-08-14,1.87
3,2016-08-21,1.64
3,2016-08-28,2.24
3,2016-09-04,1.47
3,2016-09-11,1.29
3,2016-09-18,1.76
3,2016-09-25,1.39
3,2016-10-02,1.33
3,2016-10-09,1.5
3,2016-10-16,1.33
3,2016-10-23,1.76
3,2016-10-30,1.87
3,2016-11-06,2.0
3,2016-11-13,1.92
3,2016-11-20,1.46
3,2016-11-27,1.38
3,2016-12-04,1.48
3,2016-12-11,1.52
3,2016-12-18,1.14
3,2016-12-25,0.77
3,2017-01-01,1.05
3,2017-01-08,1.04
3,2017-01-15,1.06
3,2017-01-22,1.06
3,2017-01-29,1.06
3,2017-02-05,0.95
3,2017-02-12,1.58
3,2017-02-19,1.65
3,2017-02-26,1.15
3,2017-03-05,0.72
3,2017-03-12,1.16
3,2017-03-19,1.25
3,2017-03-26,0.81
3,2017-04-02,0.82
3,2017-04-09,1.18
3,2017-04-16,1.23
3,2017-04-23,1.23
3,2017-04-30,1.22
3,2017-05-07,1.17
3,2017-05-14,1.27
3,2017-05-21,1.27
3,2017-05-28,1.22
3,2017-06-04,1.27
3,2017-06-11,1.27
3,2017-06-18,1.55
3,2017-06-25,2.09
3,2017-07-02,1.92
3,2017-07-09,1.58
3,2017-07-16,2.26
3,2017-07-23,2.23
3,2017-07-30,2.21
3,2017-08-06,2.21
3,2017-08-13,2.32
3,2017-08-20,2.62
3,2017-08-27,2.75
3,2017-09-03,2.71
3,2017-09-10,2.63
3,2017-09-17,2.65
3,2017-09-24,2.64
3,2017-10-01,2.79
3,2017-10-08,2.78
3,2017-10-15,2.62
3,2017-10-22,2.41
3,2017-10-29,2.34
3,2017-11-05,2.33
3,2017-11-12,1.88
3,2017-11-19,1.85
3,2017-11-26,1.47
3,2017-12-03,1.77
3,2017-12-10,1.76
3,2017-12-17,1.79
3,2017-12-24,1.44
3,2017-12-31,1.72
3,2018-01-07,1.77
3,2018-01-14,1.81
3,2018-01-21,1.81
3,2018-01-28,1.78
3,2018-02-04,1.8
3,2018-02-11,1.8
3,2018-02-18,1.82
3,2018-02-25,1.82
3,2018-03-04,1.79
3,2018-03-11,1.8
3,2018-03-18,1.85
3,2018-03-25,1.81
4,2015-01-04,1.83
4,2015-01-11,1.94
4,2015-01-18,2.0
4,2015-01-25,2.01
4,2015-02-01,1.78
4,2015-02-08,1.91
4,2015-02-15,1.91
4,2015-02-22,1.74
4,2015-03-01,1.85
4,2015-03-08,1.91
4,2015-03-15,1.99
4,2015-03-22,1.94
4,2015-03-29,1.98
4,2015-04-05,1.91
4,2015-04-12,1.86
4,2015-04-19,1.94
4,2015-04-26,1.86
4,2015-05-03,1.82
4,2015-05-10,2.02
4,2015-05-17,1.91
4,2015-05-24,1.94
4,2015-05-31,1.94
4,2015-06-07,2.0
4,2015-06-14,2.03
4,2015-06-21,2.06
4,2015-06-28,2.03
4,2015-07-05,2.13
4,2015-07-12,2.19
4,2015-07-19,2.05
4,2015-07-26,2.02
4,2015-08-02,2.12
4,2015-08-09,2.02
4,2015-08-16,2.09
4,2015-08-23,2.0
4,2015-08-30,2.03
4,2015-09-06,1.97
4,2015-09-13,2.0
4,2015-09-20,2.01
4,2015-09-27,2.0
4,2015-10-04,1.28
4,2015-10-11,1.26
4,2015-10-18,1.26
4,2015-10-25,1.27
4,2015-11-01,1.3
4,2015-11-08,1.22
4,2015-11-15,1.15
4,2015-11-22,1.27
4,2015-11-29,1.28
4,2015-12-06,1.29
4,2015-12-13,1.55
4,2015-12-20,1.41
4,2015-12-27,1.48
4,2016-01-03,1.26
4,2016-01-10,1.32
4,2016-01-17,1.13
4,2016-01-24,1.46
4,2016-01-31,1.52
4,2016-02-07,1.62
4,2016-02-14,1.59
4,2016-02-21,1.52
4,2016-02-28,1.64
4,2016-03-06,1.7
4,2016-03-13,1.59
4,2016-03-20,1.59
4,2016-03-27,1.59
4,2016-04-03,1.73
4,2016-04-10,1.68
4,2016-04-17,1.59
4,2016-04-24,1.73
4,2016-05-01,1.79
4,2016-05-08,1.58
4,2016-05-15,1.58
4,2016-05-22,1.57
4,2016-05-29,1.59
4,2016-06-05,1.49
4,2016-06-12,1.37
4,2016-06-19,1.53
4,2016-06-26,1.6
4,2016-07-03,1.61
4,2016-07-10,1.59
4,2016-07-17,1.77
4,2016-07-24,1.49
4,2016-07-31,1.14
4,2016-08-07,1.31
4,2016-08-14,1.23
4,2016-08-21,1.28
4,2016-08-28,1.36
4,2016-09-04,1.73
4,2016-09-11,1.84
4,2016-09-18,1.86
4,2016-09-25,1.72
4,2016-10-02,1.63
4,2016-10-09,1.57
4,2016-10-16,1.43
4,2016-10-23,1.32
4,2016-10-30,1.49
4,2016-11-06,1.72
4,2016-11-13,1.59
4,2016-11-20,1.8
4,2016-11-27,1.94
4,2016-12-04,2.0
4,2016-12-11,1.88
4,2016-12-18,2.0
4,2016-12-25,1.98
4,2017-01-01,2.06
4,2017-01-08,1.95
4,2017-01-15,1.88
4,2017-01-22,1.93
4,2017-01-29,1.9
4,2017-02-05,1.63
4,2017-02-12,1.95
4,2017-02-19,2.06
4,2017-02-26,2.01
4,2017-03-05,1.72
4,2017-03-12,2.09
4,2017-03-19,2.06
4,2017-03-26,2.02
4,2017-04-02,2.0
4,2017-04-09,2.0
4,2017-04-16,2.0
4,2017-04-23,1.88
4,2017-04-30,2.02
4,2017-05-07,1.98
4,2017-05-14,1.99
4,2017-05-21,1.92
4,2017-05-28,2.04
4,2017-06-04,2.04
4,2017-06-11,2.07
4,2017-06-18,2.12
4,2017-06-25,2.13
4,2017-07-02,2.13
4,2017-07-09,2.17
4,2017-07-16,1.61
4,2017-07-23,1.59
4,2017-07-30,1.61
4,2017-08-06,1.61
4,2017-08-13,1.77
4,2017-08-20,1.72
4,2017-08-27,1.75
4,2017-09-03,1.76
4,2017-09-10,1.74
4,2017-09-17,1.56
4,2017-09-24,1.56
4,2017-10-01,1.61
4,2017-10-08,1.56
4,2017-10-15,1.6
4,2017-10-22,1.58
4,2017-10-29,1.83
4,2017-11-05,1.95
4,2017-11-12,1.87
4,2017-11-19,1.81
4,2017-11-26,1.81
4,2017-12-03,1.88
4,2017-12-10,1.74
4,2017-12-17,1.82
4,2017-12-24,1.83
4,2017-12-31,1.86
4,2018-01-07,1.91
4,2018-01-14,1.73
4,2018-01-21,1.82
4,2018-01-28,1.72
4,2018-02-04,1.83
4,2018-02-11,1.85
4,2018-02-18,1.83
4,2018-02-25,1.79
4,2018-03-04,1.92
4,2018-03-11,1.85
4,2018-03-18,1.83
4,2018-03-25,1.74
5,2015-01-04,1.73
5,2015-01-11,1.59
5,2015-01-18,1.64
5,2015-01-25,1.6
5,2015-02-01,1.55
5,2015-02-08,1.54
5,2015-02-15,1.65
5,2015-02-22,1.53
5,2015-03-01,1.55
5,2015-03-08,1.56
5,2015-03-15,1.79
5,2015-03-22,1.93
5,2015-03-29,1.83
5,2015-04-05,1.8
5,2015-04-12,1.79
5,2015-04-19,1.83
5,2015-04-26,1.84
5,2015-05-03,1.81
5,2015-05-10,1.85
5,2015-05-17,1.79
5,2015-05-24,1.8
5,2015-05-31,1.79
5,2015-06-07,1.8
5,2015-06-14,1.83
5,2015-06-21,1.9
5,2015-06-28,1.83
5,2015-07-05,1.91
5,2015-07-12,2.02
5,2015-07-19,1.91
5,2015-07-26,1.87
5,2015-08-02,1.86
5,2015-08-09,1.6
5,2015-08-16,1.89
5,2015-08-23,1.57
5,2015-08-30,1.62
5,2015-09-06,1.53
5,2015-09-13,1.55
5,2015-09-20,1.56
5,2015-09-27,1.58
5,2015-10-04,1.55
5,2015-10-11,1.52
5,2015-10-18,1.57
5,2015-10-25,1.55
5,2015-11-01,1.55
5,2015-11-08,1.55
5,2015-11-15,1.59
5,2015-11-22,1.57
5,2015-11-29,1.6
5,2015-12-06,1.57
5,2015-12-13,1.45
5,2015-12-20,1.5
5,2015-12-27,1.47
5,2016-01-03,1.44
5,2016-01-10,1.5
5,2016-01-17,1.51
5,2016-01-24,1.49
5,2016-01-31,1.81
5,2016-02-07,2.11
5,2016-02-14,1.99
5,2016-02-21,1.66
5,2016-02-28,1.56
5,2016-03-06,2.13
5,2016-03-13,1.63
5,2016-03-20,1.48
5,2016-03-27,1.57
5,2016-04-03,1.48
5,2016-04-10,1.63
5,2016-04-17,1.76
5,2016-04-24,1.55
5,2016-05-01,1.58
5,2016-05-08,1.56
5,2016-05-15,1.46
5,2016-05-22,1.55
5,2016-05-29,1.64
5,2016-06-05,1.54
5,2016-06-12,1.57
5,2016-06-19,1.72
5,2016-06-26,1.78
5,2016-07-03,2.02
5,2016-07-10,1.8
5,2016-07-17,1.76
5,2016-07-24,1.62
5,2016-07-31,1.55
5,2016-08-07,1.52
5,2016-08-14,1.55
5,2016-08-21,1.51
5,2016-08-28,1.54
5,2016-09-04,1.53
5,2016-09-11,1.51
5,2016-09-18,1.52
5,2016-09-25,1.6
5,2016-10-02,1.55
5,2016-10-09,1.57
5,2016-10-16,1.57
5,2016-10-23,1.61
5,2016-10-30,1.63
5,2016-11-06,1.56
5,2016-11-13,1.68
5,2016-11-20,1.77
5,2016-11-27,1.76
5,2016-12-04,1.88
5,2016-12-11,1.81
5,2016-12-18,1.52
5,2016-12-25,1.51
5,2017-01-01,1.64
5,2017-01-08,1.73
5,2017-01-15,1.58
5,2017-01-22,1.5
5,2017-01-29,1.61
5,2017-02-05,1.81
5,2017-02-12,1.81
5,2017-02-19,1.98
5,2017-02-26,1.93
5,2017-03-05,1.89
5,2017-03-12,2.05
5,2017-03-19,2.05
5,2017-03-26,2.16
5,2017-04-02,2.09
5,2017-04-09,2.17
5,2017-04-16,2.14
5,2017-04-23,2.14
5,2017-04-30,2.16
5,2017-05-07,2.19
5,2017-05-14,2.16
5,2017-05-21,2.16
5,2017-05-28,2.19
5,2017-06-04,2.51
5,2017-06-11,2.46
5,2017-06-18,2.54
5,2017-06-25,2.57
5,2017-07-02,2.57
5,2017-07-09,2.55
5,2017-07-16,1.26
5,2017-07-23,1.28
5,2017-07-30,1.44
5,2017-08-06,1.34
5,2017-08-13,1.27
5,2017-08-20,1.46
5,2017-08-27,1.37
5,2017-09-03,1.41
5,2017-09-10,1.8
5,2017-09-17,1.47
5,2017-09-24,1.4
5,2017-10-01,1.39
5,2017-10-08,1.34
5,2017-10-15,1.33
5,2017-10-22,1.35
5,2017-10-29,1.35
5,2017-11-05,1.36
5,2017-11-12,1.39
5,2017-11-19,1.42
5,2017-11-26,1.26
5,2017-12-03,1.18
5,2017-12-10,1.14
5,2017-12-17,1.15
5,2017-12-24,1.15
5,2017-12-31,1.15
5,2018-01-07,1.17
5,2018-01-14,1.19
5,2018-01-21,1.23
5,2018-01-28,1.17
5,2018-02-04,1.18
5,2018-02-11,1.21
5,2018-02-18,1.23
5,2018-02-25,1.27
5,2018-03-04,1.38
5,2018-03-11,1.24
5,2018-03-18,1.17
5,2018-03-25,1.03
6,2015-01-04,1.24
6,2015-01-11,1.1
6,2015-01-18,1.24
6,2015-01-25,1.3
6,2015-02-01,1.11
6,2015-02-08,1.35
6,2015-02-15,1.52
6,2015-02-22,1.41
6,2015-03-01,1.15
6,2015-03-08,1.48
6,2015-03-15,1.52
6,2015-03-22,1.3
6,2015-03-29,1.53
6,2015-04-05,1.52
6,2015-04-12,1.5
6,2015-04-19,1.52
6,2015-04-26,1.5
6,2015-05-03,1.48
6,2015-05-10,1.4
6,2015-05-17,1.49
6,2015-05-24,1.5
6,2015-05-31,1.5
6,2015-06-07,1.67
6,2015-06-14,1.68
6,2015-06-21,1.69
6,2015-06-28,1.67
6,2015-07-05,1.67
6,2015-07-12,1.8
6,2015-07-19,1.89
6,2015-07-26,1.93
6,2015-08-02,1.99
6,2015-08-09,2.03
6,2015-08-16,1.96
6,2015-08-23,1.85
6,2015-08-30,1.98
6,2015-09-06,1.99
6,2015-09-13,1.97
6,2015-09-20,1.92
6,2015-09-27,1.85
6,2015-10-04,2.0
6,2015-10-11,2.07
6,2015-10-18,2.01
6,2015-10-25,1.64
6,2015-11-01,1.6
6,2015-11-08,1.66
6,2015-11-15,1.59
6,2015-11-22,1.6
6,2015-11-29,1.75
6,2015-12-06,1.48
6,2015-12-13,1.39
6,2015-12-20,1.35
6,2015-12-27,1.45
6,2016-01-03,1.43
6,2016-01-10,1.33
6,2016-01-17,1.45
6,2016-01-24,1.36
6,2016-01-31,1.43
6,2016-02-07,1.38
6,2016-02-14,1.47
6,2016-02-21,1.43
6,2016-02-28,1.28
